criptoativo,mes,ano,num_operacoes,valor_total_operacoes,valor_medio_operacao
WAVES,1,2022,1378,698086.92,506.59
WAVES,2,2022,1574,1024606.43,650.96
WAVES,3,2022,11264,13239907.38,1175.42
WAVES,4,2022,5310,5630296.07,1060.32
WAVES,5,2022,5933,3264821.49,550.28
WAVES,6,2022,8579,3928641.14,457.94
WAVES,7,2022,2970,1109582.15,373.6
WAVES,8,2022,2361,922108.88,390.56
WAVES,9,2022,1530,496578.94,324.56
WAVES,10,2022,1339,313667.87,234.26
WAVES,11,2022,1756,351627.25,200.24
WAVES,12,2022,1973,353563.2,179.2
WAVES,1,2023,1840,545448.89,296.44
WAVES,2,2023,1505,540041.6,358.83
WAVES,3,2023,598,156028.08,260.92
WAVES,4,2023,786,245063.55,311.79
WAVES,5,2023,890,232522.5,261.26
WAVES,6,2023,1383,270821.93,195.82
WAVES,7,2023,723,164386.25,227.37
WAVES,8,2023,319,64287.78,201.53
WAVES,9,2023,181,36617.55,202.31
WAVES,10,2023,295,103195.96,349.82
WAVES,11,2023,401,131595.7,328.17
WAVES,12,2023,619,180399.86,291.44
WAVES,1,2024,413,75878.17,183.72
WAVES,2,2024,454,133097.57,293.17
WAVES,3,2024,1256,363398.08,289.33
WAVES,4,2024,740,157146.64,212.36
WAVES,5,2024,567,88966.0,156.91
WAVES,6,2024,1360,200785.8,147.64
WAVES,7,2024,516,47691.61,92.43
WAVES,8,2024,235,18670.22,79.45
WAVES,9,2024,192,15167.1,79.0
WAVES,10,2024,299,27677.04,92.57
WAVES,11,2024,1459,158872.58,108.89
WAVES,12,2024,1208,140288.78,116.13
WAVES,1,2025,480,46865.56,97.64
WAVES,2,2025,305,30427.52,99.76
WAVES,3,2025,137,11640.82,84.97
WAVES,4,2025,115,7784.41,67.69
WAVES,5,2025,125,10952.56,87.62
WAVES,6,2025,73,5260.6,72.06
WAVES,7,2025,79,6906.8,87.43
WAVES,8,2025,109,8602.49,78.92
WAVES,9,2025,50,2869.44,57.39
WAVES,10,2025,249,26133.22,104.95
WAVES,11,2025,605,54333.05,89.81
WAVES,12,2025,272,28725.69,105.61
WAVES,1,2026,328,19946.89,60.81
WAVES,2,2026,168,10547.0,62.78
WAVES,3,2026,128,8190.23,63.99
WAVES,4,2026,85,5932.83,69.8
WAVES,5,2026,113,7459.93,66.02
WAVES,6,2026,197,14923.63,75.75
WBTC,6,2021,720,202428.55,281.15
WBTC,7,2021,620,174074.22,280.76
WBTC,8,2021,1289,506124.32,392.65
WBTC,9,2021,4096,2175911.24,531.23
WBTC,10,2021,10288,8477405.79,824.01
WBTC,11,2021,3940,1963845.3,498.44
WBTC,12,2021,1542,444686.48,288.38
WBTC,1,2022,1219,508009.2,416.74
WBTC,2,2022,1632,524219.51,321.21
WBTC,3,2022,1824,559548.67,306.77
WBTC,4,2022,1705,380108.17,222.94
WBTC,5,2022,1459,199677.91,136.86
WBTC,6,2022,1271,135494.13,106.6
WBTC,7,2022,1199,291261.95,242.92
WBTC,8,2022,765,145762.05,190.54
WBTC,9,2022,719,144781.32,201.36
WBTC,10,2022,1267,285029.38,224.96
WBTC,11,2022,1509,639449.67,423.76
WBTC,12,2022,873,223696.63,256.24
WBTC,1,2023,1484,200323.2,134.99
WBTC,2,2023,1238,132737.03,107.22
WBTC,3,2023,3341,980327.1,293.42
WBTC,4,2023,1883,560738.46,297.79
WBTC,5,2023,1393,254247.64,182.52
WBTC,6,2023,1328,204931.65,154.32
WBTC,7,2023,1590,262675.61,165.2
WBTC,8,2023,2737,229297.15,83.78
WBTC,9,2023,3305,235848.66,71.36
WBTC,10,2023,3709,447028.61,120.53
WBTC,11,2023,4188,1099492.68,262.53
WBTC,12,2023,5976,1143280.8,191.31
WBTC,1,2024,5852,1002753.1,171.35
WBTC,2,2024,8366,1406404.14,168.11
WBTC,3,2024,13417,3530365.45,263.13
WBTC,4,2024,6183,1126586.96,182.21
WBTC,5,2024,5848,2469911.65,422.35
WBTC,6,2024,4732,807383.15,170.62
WBTC,7,2024,5938,1399241.46,235.64
WBTC,8,2024,6807,1443006.9,211.99
WBTC,9,2024,4170,780278.85,187.12
WBTC,10,2024,6461,1499796.31,232.13
WBTC,11,2024,13406,2986904.84,222.8
WBTC,12,2024,7691,2004271.08,260.6
WBTC,1,2025,6329,1181228.95,186.64
WBTC,2,2025,3436,818509.12,238.22
WBTC,3,2025,3183,838173.93,263.33
WBTC,4,2025,3241,534359.87,164.87
WBTC,5,2025,3891,505924.4,130.02
WBTC,6,2025,2307,236529.67,102.53
WBTC,7,2025,3938,707476.94,179.65
WBTC,8,2025,2592,457493.22,176.5
WBTC,9,2025,2911,515516.72,177.09
WBTC,10,2025,2628,579812.09,220.63
WBTC,11,2025,1660,303886.61,183.06
WBTC,12,2025,1943,963794.3,496.03
WBTC,1,2026,2004,973038.62,485.55
WBTC,2,2026,1783,2980102.55,1671.4
WBTC,3,2026,1485,499553.5,336.4
WBTC,4,2026,1361,271781.35,199.69
WBTC,5,2026,896,165110.9,184.28
WBTC,6,2026,1061,132778.79,125.14
WBX,7,2020,58076,38723717.24,666.78
WBX,8,2020,40324,21456253.53,532.1
WBX,9,2020,29430,13037857.34,443.01
WBX,10,2020,17831,6513639.74,365.3
WBX,11,2020,42672,18429652.03,431.89
WBX,12,2020,70360,31509692.82,447.84
WBX,1,2021,47279,13493540.38,285.4
WBX,2,2021,60363,25852696.39,428.29
WBX,3,2021,653913,829359836.39,1268.3
WBX,4,2021,216331,219781658.15,1015.95
WBX,5,2021,115562,77770743.51,672.98
WBX,6,2021,75864,55286003.16,728.75
WBX,7,2021,64365,29585310.32,459.65
WBX,8,2021,172086,146736548.22,852.69
WBX,9,2021,101766,55737385.59,547.7
WBX,10,2021,93562,42354388.52,452.69
WBX,11,2021,83301,34902330.62,418.99
WBX,12,2021,53825,20207243.98,375.42
WBX,1,2022,42727,10665515.88,249.62
WBX,2,2022,45185,13594664.41,300.87
WBX,3,2022,33745,7219710.56,213.95
WBX,4,2022,20416,4328814.81,212.03
WBX,5,2022,24216,4669835.7,192.84
WBX,6,2022,19648,4618838.98,235.08
WBX,7,2022,26992,6318071.4,234.07
WBX,8,2022,16654,3748701.63,225.09
WBX,9,2022,13951,3189568.95,228.63
WBX,10,2022,37329,13413346.28,359.33
WBX,11,2022,35658,13349604.07,374.38
WBX,12,2022,15794,3838416.65,243.03
WBX,1,2023,25203,8129714.6,322.57
WBX,2,2023,46865,19914492.05,424.93
WBX,3,2023,22017,6266166.9,284.61
WBX,4,2023,16901,3394507.3,200.85
WBX,5,2023,20025,4014339.3,200.47
WBX,6,2023,13958,2889764.04,207.03
WBX,7,2023,19062,5189028.78,272.22
WBX,8,2023,19323,5430927.86,281.06
WBX,9,2023,19280,4519237.38,234.4
WBX,10,2023,16605,3785624.51,227.98
WBX,11,2023,17513,4138945.36,236.34
WBX,12,2023,17504,3719181.09,212.48
WBX,1,2024,18124,3959936.89,218.49
WBX,2,2024,33049,9846740.64,297.94
WBX,3,2024,39672,12027611.43,303.18
WBX,4,2024,19520,5435422.55,278.45
WBX,5,2024,20164,5770682.36,286.19
WBX,6,2024,23546,11958926.77,507.9
WBX,7,2024,22160,11504460.19,519.15
WBX,8,2024,25927,11452853.02,441.73
WBX,9,2024,24990,12844975.85,514.0
WBX,10,2024,19763,7870327.25,398.24
WBX,11,2024,30551,8845697.1,289.54
WBX,12,2024,53125,12039978.05,226.63
WBX,1,2025,57364,11986873.54,208.96
WBX,2,2025,24305,5321010.74,218.93
WBX,3,2025,16837,3169567.02,188.25
WBX,4,2025,13986,2290101.76,163.74
WBX,5,2025,9685,1550416.42,160.08
WBX,6,2025,7589,1602685.92,211.19
WBX,7,2025,29544,11703295.9,396.13
WBX,8,2025,56613,57858200.44,1021.99
WBX,9,2025,45639,42347104.1,927.87
WBX,10,2025,20070,11696684.12,582.79
WBX,11,2025,12091,6464968.94,534.69
WBX,12,2025,16286,6921227.89,424.98
WBX,1,2026,21175,6071864.79,286.75
WBX,2,2026,12461,3807216.89,305.53
WBX,3,2026,14184,3543755.85,249.84
WBX,4,2026,13159,3189391.12,242.37
WBX,5,2026,9461,2788088.32,294.69
WBX,6,2026,8742,3361308.5,384.5
XLM,8,2019,650,111618.43,171.72
XLM,9,2019,1212,681412.69,562.22
XLM,10,2019,991,273572.37,276.06
XLM,11,2019,1909,1109975.91,581.44
XLM,12,2019,926,360297.21,389.09
XLM,1,2020,3445,1236144.1,358.82
XLM,2,2020,2350,883344.58,375.89
XLM,3,2020,1559,369484.45,237.0
XLM,4,2020,3850,1243738.57,323.05
XLM,5,2020,3601,1071445.35,297.54
XLM,6,2020,4960,1825831.57,368.11
XLM,7,2020,4808,2512497.92,522.57
XLM,8,2020,4627,2242041.28,484.56
XLM,9,2020,1597,650638.49,407.41
XLM,10,2020,1256,735194.71,585.35
XLM,11,2020,7862,6765617.06,860.55
XLM,12,2020,6706,3702666.58,552.14
XLM,1,2021,32434,31185976.65,961.52
XLM,2,2021,30303,34250382.94,1130.26
XLM,3,2021,14165,10375865.18,732.5
XLM,4,2021,30589,26392158.34,862.8
XLM,5,2021,61348,34708902.04,565.77
XLM,6,2021,16033,5152745.28,321.38
XLM,7,2021,9564,3096188.31,323.73
XLM,8,2021,17688,7287966.15,412.03
XLM,9,2021,10880,3993796.3,367.08
XLM,10,2021,13326,6612863.93,496.24
XLM,11,2021,12160,4625048.05,380.35
XLM,12,2021,11036,2474154.58,224.19
XLM,1,2022,7799,1264763.98,162.17
XLM,2,2022,28847,4426717.93,153.46
XLM,3,2022,24315,5178170.31,212.96
XLM,4,2022,19531,4699770.79,240.63
XLM,5,2022,18153,1512412.1,83.31
XLM,6,2022,12683,2222708.01,175.25
XLM,7,2022,10137,1383455.6,136.48
XLM,8,2022,8371,1115382.2,133.24
XLM,9,2022,8003,1033007.72,129.08
XLM,10,2022,7908,994866.79,125.81
XLM,11,2022,6417,921941.13,143.67
XLM,12,2022,4968,1635287.4,329.16
XLM,1,2023,6502,1043251.21,160.45
XLM,2,2023,7232,963964.59,133.29
XLM,3,2023,10899,1304194.73,119.66
XLM,4,2023,9182,3175544.83,345.84
XLM,5,2023,6133,627837.68,102.37
XLM,6,2023,8496,1278158.8,150.44
XLM,7,2023,39317,5053805.78,128.54
XLM,8,2023,34537,2372703.65,68.7
XLM,9,2023,9272,1171319.21,126.33
XLM,10,2023,10189,2058065.77,201.99
XLM,11,2023,13223,2683394.72,202.93
XLM,12,2023,16542,2375961.17,143.63
XLM,1,2024,35523,2160406.03,60.82
XLM,2,2024,120037,9771527.57,81.4
XLM,3,2024,256206,34661144.51,135.29
XLM,4,2024,157585,15079726.17,95.69
XLM,5,2024,126349,12120845.7,95.93
XLM,6,2024,112967,9620563.49,85.16
XLM,7,2024,145285,15537126.61,106.94
XLM,8,2024,111834,10027169.99,89.66
XLM,9,2024,97074,8302659.85,85.53
XLM,10,2024,103768,10387770.02,100.11
XLM,11,2024,1103950,1575910773.14,1427.52
XLM,12,2024,746281,863887553.05,1157.59
XLM,1,2025,489068,413247357.3,844.97
XLM,2,2025,232090,119144378.3,513.35
XLM,3,2025,315346,160270052.13,508.24
XLM,4,2025,113248,43588500.84,384.89
XLM,5,2025,104261,41533057.69,398.36
XLM,6,2025,78249,17500429.97,223.65
XLM,7,2025,230324,252276994.67,1095.31
XLM,8,2025,120728,114357136.04,947.23
XLM,9,2025,76826,41965821.51,546.25
XLM,10,2025,81240,59337505.6,730.4
XLM,11,2025,59633,31443556.82,527.28
XLM,12,2025,16491,5704712.15,345.93
XLM,1,2026,50634,22320002.46,440.81
XLM,2,2026,42679,14646064.41,343.17
XLM,3,2026,41674,15544757.24,373.01
XLM,4,2026,46983,11448042.43,243.66
XLM,5,2026,95741,53257551.34,556.27
XLM,6,2026,116088,69917433.61,602.28
XMR,8,2019,4,3293.6,823.4
XMR,9,2019,7,7991.01,1141.57
XMR,12,2019,1,120.0,120.0
XMR,1,2020,8,3377.86,422.23
XMR,2,2020,20,5255.06,262.75
XMR,3,2020,9,2527.51,280.83
XMR,4,2020,33,37533.64,1137.38
XMR,5,2020,17,26397.4,1552.79
XMR,6,2020,2640,1638474.65,620.63
XMR,7,2020,1583,876885.6,553.94
XMR,8,2020,1808,1092792.37,604.42
XMR,9,2020,961,755532.41,786.19
XMR,10,2020,1769,1484593.86,839.23
XMR,11,2020,1972,1981044.56,1004.59
XMR,12,2020,2530,2002156.44,791.37
XMR,1,2021,6234,4968524.45,797.0
XMR,2,2021,9368,7315955.99,780.95
XMR,3,2021,5519,3664566.18,663.99
XMR,4,2021,12744,10521954.64,825.64
XMR,5,2021,9212,8232394.89,893.66
XMR,6,2021,2544,1744880.44,685.88
XMR,7,2021,1513,1566861.54,1035.6
XMR,8,2021,2596,2772629.47,1068.04
XMR,9,2021,1540,1233752.97,801.14
XMR,10,2021,1938,1631778.64,841.99
XMR,11,2021,1310,930576.48,710.36
XMR,12,2021,1037,593747.53,572.56
XMR,1,2022,830,471053.7,567.53
XMR,2,2022,667,423605.71,635.09
XMR,3,2022,1266,781434.3,617.25
XMR,4,2022,1354,980525.27,724.17
XMR,5,2022,1439,884659.65,614.77
XMR,6,2022,1269,859153.65,677.03
XMR,7,2022,1083,706200.73,652.08
XMR,8,2022,700,348597.54,498.0
XMR,9,2022,773,699534.1,904.96
XMR,10,2022,722,585737.0,811.27
XMR,11,2022,786,470794.38,598.98
XMR,12,2022,629,390878.72,621.43
XMR,1,2023,830,463061.17,557.91
XMR,2,2023,746,384344.23,515.21
XMR,3,2023,768,338396.85,440.62
XMR,4,2023,893,586322.07,656.58
XMR,5,2023,1244,878605.22,706.27
XMR,6,2023,652,594364.91,911.6
XMR,7,2023,726,405399.99,558.4
XMR,8,2023,1193,596184.54,499.74
XMR,9,2023,805,643931.63,799.92
XMR,10,2023,1307,784976.3,600.59
XMR,11,2023,1041,691501.23,664.27
XMR,12,2023,1239,680004.75,548.83
XMR,1,2024,1171,625665.49,534.3
XMR,2,2024,2921,819640.37,280.6
XMR,3,2024,2288,407798.13,178.23
XMR,4,2024,1438,253902.68,176.57
XMR,5,2024,1363,192734.17,141.4
XMR,6,2024,1174,156077.49,132.95
XMR,7,2024,1621,214279.66,132.19
XMR,8,2024,1044,130822.79,125.31
XMR,9,2024,1982,196738.19,99.26
XMR,10,2024,1746,224292.62,128.46
XMR,11,2024,1783,209053.88,117.25
XMR,12,2024,3661,378815.23,103.47
XMR,1,2025,556,83092.62,149.45
XMR,2,2025,547,126583.83,231.41
XMR,3,2025,516,236373.56,458.09
XMR,4,2025,407,233433.63,573.55
XMR,5,2025,1078,580193.33,538.21
XMR,6,2025,386,177339.08,459.43
XMR,7,2025,839,275549.51,328.43
XMR,8,2025,911,196830.7,216.06
XMR,9,2025,320,98980.14,309.31
XMR,10,2025,838,159413.64,190.23
XMR,11,2025,2743,454619.36,165.74
XMR,12,2025,2013,289483.61,143.81
XMR,1,2026,3519,665795.17,189.2
XMR,2,2026,1047,175736.62,167.85
XMR,3,2026,1238,335492.03,271.0
XMR,4,2026,346,428152.49,1237.43
XMR,5,2026,438,488917.28,1116.25
XMR,6,2026,1422,152152.76,107.0
XRP,8,2019,79818,22457571.71,281.36
XRP,9,2019,92469,1549125776.36,16752.92
XRP,10,2019,70879,748097588.68,10554.57
XRP,11,2019,69932,1017527745.77,14550.25
XRP,12,2019,37066,587244369.28,15843.21
XRP,1,2020,66675,1222420644.85,18334.02
XRP,2,2020,105442,2555948262.41,24240.32
XRP,3,2020,92525,3244708889.71,35068.46
XRP,4,2020,73821,3476559503.9,47094.45
XRP,5,2020,90978,2897678811.28,31850.32
XRP,6,2020,57109,2216755756.17,38816.22
XRP,7,2020,70205,3405352974.57,48505.85
XRP,8,2020,102450,2975606482.16,29044.48
XRP,9,2020,50774,40793101.35,803.43
XRP,10,2020,42901,45412272.93,1058.54
XRP,11,2020,324662,383426368.61,1181.0
XRP,12,2020,388703,393474515.55,1012.28
XRP,1,2021,484953,423301469.49,872.87
XRP,2,2021,802041,924781760.97,1153.04
XRP,3,2021,417322,387685579.87,928.98
XRP,4,2021,1510861,2335450780.09,1545.77
XRP,5,2021,778726,1205792705.83,1548.42
XRP,6,2021,254128,243354646.07,957.61
XRP,7,2021,182974,181054058.4,989.51
XRP,8,2021,461316,551167973.54,1194.77
XRP,9,2021,294981,326292074.12,1106.15
XRP,10,2021,266429,271257775.55,1018.12
XRP,11,2021,232798,248084415.83,1065.66
XRP,12,2021,154408,124352754.8,805.35
XRP,1,2022,105795,76847400.94,726.38
XRP,2,2022,122884,70230754.0,571.52
XRP,3,2022,100585,55674010.41,553.5
XRP,4,2022,82669,38742908.26,468.65
XRP,5,2022,89755,38741897.96,431.64
XRP,6,2022,71639,29376529.54,410.06
XRP,7,2022,68716,24714867.08,359.67
XRP,8,2022,59203,22832215.96,385.66
XRP,9,2022,84935,42425393.09,499.5
XRP,10,2022,76973,40962416.43,532.17
XRP,11,2022,96666,56709702.97,586.66
XRP,12,2022,47759,25286276.25,529.46
XRP,1,2023,61119,26311692.25,430.5
XRP,2,2023,48266,18961168.79,392.85
XRP,3,2023,103755,42928681.86,413.75
XRP,4,2023,62114,22607289.51,363.96
XRP,5,2023,45525,24395589.53,535.87
XRP,6,2023,46766,29962681.09,640.69
XRP,7,2023,122537,76438951.56,623.8
XRP,8,2023,102357,28472487.43,278.17
XRP,9,2023,75874,20464744.61,269.72
XRP,10,2023,100438,32397280.3,322.56
XRP,11,2023,116022,54516939.37,469.88
XRP,12,2023,100265,51225533.49,510.9
XRP,1,2024,99897,35935950.4,359.73
XRP,2,2024,104657,41220157.36,393.86
XRP,3,2024,182482,91433805.45,501.06
XRP,4,2024,153843,51348324.47,333.77
XRP,5,2024,131608,35463791.01,269.47
XRP,6,2024,110569,37436587.94,338.58
XRP,7,2024,148696,74996805.7,504.36
XRP,8,2024,124840,141359224.48,1132.32
XRP,9,2024,104510,56066651.96,536.47
XRP,10,2024,117694,72268554.36,614.04
XRP,11,2024,457473,579395070.06,1266.51
XRP,12,2024,676116,810461410.95,1198.7
XRP,1,2025,1218169,1051316216.59,863.03
XRP,2,2025,749070,661009456.47,882.44
XRP,3,2025,949594,872957716.58,919.3
XRP,4,2025,411549,382163382.69,928.6
XRP,5,2025,415154,345773615.32,832.88
XRP,6,2025,280875,241263181.7,858.97
XRP,7,2025,591184,692076925.39,1170.66
XRP,8,2025,469170,457237912.8,974.57
XRP,9,2025,330578,258272303.69,781.27
XRP,10,2025,409978,418405056.32,1020.55
XRP,11,2025,386586,312349653.02,807.97
XRP,12,2025,175177,147565906.77,842.38
XRP,1,2026,363427,281015490.6,773.24
XRP,2,2026,340211,214645708.27,630.92
XRP,3,2026,247109,125394719.19,507.45
XRP,4,2026,222818,92030819.53,413.03
XRP,5,2026,262559,100510731.64,382.81
XRP,6,2026,260393,101535638.3,389.93
XTZ,8,2019,42,255784.15,6090.1
XTZ,9,2019,15,21025.53,1401.7
XTZ,11,2019,46,613023.48,13326.6
XTZ,12,2019,27,65189.72,2414.43
XTZ,1,2020,18,198543.59,11030.2
XTZ,2,2020,181,1088254.24,6012.45
XTZ,3,2020,29,209201.47,7213.84
XTZ,4,2020,1697,1798980.6,1060.09
XTZ,5,2020,4390,3114118.48,709.37
XTZ,6,2020,1913,1186386.26,620.17
XTZ,7,2020,3445,2808782.82,815.32
XTZ,8,2020,5792,5131219.29,885.91
XTZ,9,2020,1980,1182234.69,597.09
XTZ,10,2020,1677,913679.42,544.83
XTZ,11,2020,2714,1716640.52,632.51
XTZ,12,2020,1986,992547.42,499.77
XTZ,1,2021,5556,3470143.55,624.58
XTZ,2,2021,8888,5574087.47,627.15
XTZ,3,2021,5592,3298827.53,589.92
XTZ,4,2021,9644,6722867.38,697.1
XTZ,5,2021,7178,5631967.08,784.62
XTZ,6,2021,2181,796995.91,365.43
XTZ,7,2021,1188,424237.68,357.1
XTZ,8,2021,5489,4503763.86,820.51
XTZ,9,2021,10264,11351185.87,1105.92
XTZ,10,2021,6554,6761246.41,1031.62
XTZ,11,2021,2749,1945422.36,707.68
XTZ,12,2021,3288,2675943.99,813.85
XTZ,1,2022,14135,5297184.46,374.76
XTZ,2,2022,16781,3591118.71,214.0
XTZ,3,2022,9156,1581535.91,172.73
XTZ,4,2022,7927,1157607.79,146.03
XTZ,5,2022,9223,1090077.4,118.19
XTZ,6,2022,8243,1880015.53,228.07
XTZ,7,2022,6206,874023.17,140.84
XTZ,8,2022,4274,840394.22,196.63
XTZ,9,2022,3933,524468.97,133.35
XTZ,10,2022,2113,277227.92,131.2
XTZ,11,2022,2487,458349.44,184.3
XTZ,12,2022,1152,258262.46,224.19
XTZ,1,2023,3170,984841.64,310.68
XTZ,2,2023,3374,699841.83,207.42
XTZ,3,2023,1997,295147.25,147.8
XTZ,4,2023,1940,402418.36,207.43
XTZ,5,2023,1158,88019.32,76.01
XTZ,6,2023,1504,98456.7,65.46
XTZ,7,2023,1885,177276.1,94.05
XTZ,8,2023,2713,128477.8,47.36
XTZ,9,2023,1444,57023.55,39.49
XTZ,10,2023,1779,176920.47,99.45
XTZ,11,2023,2095,254716.76,121.58
XTZ,12,2023,2500,239954.17,95.98
XTZ,1,2024,3735,363308.82,97.27
XTZ,2,2024,4172,386163.91,92.56
XTZ,3,2024,6036,1004700.85,166.45
XTZ,4,2024,3742,599838.08,160.3
XTZ,5,2024,2990,557975.4,186.61
XTZ,6,2024,1661,331743.25,199.73
XTZ,7,2024,1901,342859.64,180.36
XTZ,8,2024,1511,137201.36,90.8
XTZ,9,2024,1152,112314.16,97.49
XTZ,10,2024,1444,108188.61,74.92
XTZ,11,2024,7065,2051984.27,290.44
XTZ,12,2024,7707,1691730.24,219.51
XTZ,1,2025,3436,382295.52,111.26
XTZ,2,2025,1942,211359.6,108.84
XTZ,3,2025,1631,332801.3,204.05
XTZ,4,2025,1510,154546.67,102.35
XTZ,5,2025,34648,6509652.11,187.88
XTZ,6,2025,14256,1494295.4,104.82
XTZ,7,2025,58431,55662538.26,952.62
XTZ,8,2025,34796,32353820.79,929.81
XTZ,9,2025,17600,12947580.19,735.66
XTZ,10,2025,18037,9910201.76,549.44
XTZ,11,2025,19217,11709918.08,609.35
XTZ,12,2025,729,52608.91,72.17
XTZ,1,2026,15540,7500421.36,482.65
XTZ,2,2026,7914,2238967.0,282.91
XTZ,3,2026,9347,2971880.17,317.95
XTZ,4,2026,8251,1707393.95,206.93
XTZ,5,2026,9226,3408393.66,369.43
XTZ,6,2026,8546,1869503.74,218.76
YFI,9,2020,90,1666606.16,18517.85
YFI,10,2020,36,17643.27,490.09
YFI,11,2020,410,345864.98,843.57
YFI,12,2020,451,1466287.56,3251.19
YFI,1,2021,6073,106600473.12,17553.18
YFI,2,2021,4062,69901199.07,17208.57
YFI,3,2021,598,1561517.43,2611.23
YFI,4,2021,877,1386992.68,1581.52
YFI,5,2021,54853,201169449.94,3667.43
YFI,6,2021,14229,18761968.58,1318.57
YFI,7,2021,9978,7489376.28,750.59
YFI,8,2021,15174,11088915.17,730.78
YFI,9,2021,9952,6137987.36,616.76
YFI,10,2021,12416,7869180.84,633.79
YFI,11,2021,8679,6707335.14,772.82
YFI,12,2021,49953,26335616.26,527.21
YFI,1,2022,11059,9078877.71,820.95
YFI,2,2022,4392,1981452.98,451.15
YFI,3,2022,3293,2154981.39,654.41
YFI,4,2022,2304,1103398.73,478.91
YFI,5,2022,4229,1022071.74,241.68
YFI,6,2022,6163,1663958.02,269.99
YFI,7,2022,5355,2396780.08,447.58
YFI,8,2022,4521,2289631.09,506.44
YFI,9,2022,2837,1087777.35,383.43
YFI,10,2022,1478,506610.67,342.77
YFI,11,2022,2503,722937.8,288.83
YFI,12,2022,1650,300411.36,182.07
YFI,1,2023,1873,330659.94,176.54
YFI,2,2023,2992,710865.56,237.59
YFI,3,2023,4348,1326700.46,305.13
YFI,4,2023,1778,308753.63,173.65
YFI,5,2023,1860,278243.45,149.59
YFI,6,2023,1798,477416.95,265.53
YFI,7,2023,1808,208416.31,115.27
YFI,8,2023,1674,337263.03,201.47
YFI,9,2023,1272,185794.27,146.06
YFI,10,2023,1900,655611.94,345.06
YFI,11,2023,7270,2355511.76,324.0
YFI,12,2023,3680,877110.38,238.35
YFI,1,2024,4121,719091.32,174.49
YFI,2,2024,4614,938973.24,203.51
YFI,3,2024,7730,1612336.73,208.58
YFI,4,2024,4959,1246547.77,251.37
YFI,5,2024,2586,596113.22,230.52
YFI,6,2024,2244,1999597.35,891.09
YFI,7,2024,2492,5239452.13,2102.51
YFI,8,2024,2301,28972707.13,12591.35
YFI,9,2024,1725,388619.7,225.29
YFI,10,2024,1820,287159.48,157.78
YFI,11,2024,4936,1953903.83,395.85
YFI,12,2024,7657,3554310.77,464.19
YFI,1,2025,2762,1477092.04,534.79
YFI,2,2025,1557,767595.05,493.0
YFI,3,2025,1049,217136.85,206.99
YFI,4,2025,1112,783421.67,704.52
YFI,5,2025,1061,204651.77,192.89
YFI,6,2025,714,105285.35,147.46
YFI,7,2025,1115,208863.99,187.32
YFI,8,2025,1000,1087777.01,1087.78
YFI,9,2025,2110,753537.9,357.13
YFI,10,2025,3193,750992.66,235.2
YFI,11,2025,2447,518622.2,211.94
YFI,12,2025,2366,870318.86,367.84
YFI,1,2026,2301,599951.55,260.74
YFI,2,2026,2973,241427.51,81.21
YFI,3,2026,2360,241840.37,102.47
YFI,4,2026,1955,105239.99,53.83
YFI,5,2026,1938,128716.33,66.42
YFI,6,2026,2039,336044.51,164.81
ZEC,8,2019,9530,870615.56,91.36
ZEC,9,2019,3951,415716.53,105.22
ZEC,10,2019,3676,341409.96,92.88
ZEC,11,2019,2432,262651.72,108.0
ZEC,12,2019,2576,301528.71,117.05
ZEC,1,2020,10361,1506241.25,145.38
ZEC,2,2020,9191,1763433.22,191.87
ZEC,3,2020,12513,1349465.35,107.85
ZEC,4,2020,7026,1009176.64,143.63
ZEC,5,2020,253,41796.04,165.2
ZEC,6,2020,159,8979.21,56.47
ZEC,7,2020,258,47668.7,184.76
ZEC,8,2020,577,146229.77,253.43
ZEC,9,2020,205,18397.67,89.74
ZEC,10,2020,185,121528.2,656.91
ZEC,11,2020,351,63515.22,180.96
ZEC,12,2020,254,56859.35,223.86
ZEC,1,2021,9,5121.65,569.07
ZEC,2,2021,594,802844.28,1351.59
ZEC,3,2021,445,297480.89,668.5
ZEC,4,2021,593,489613.42,825.66
ZEC,5,2021,582,7407617.25,12727.86
ZEC,6,2021,78,1156473.65,14826.59
ZEC,7,2021,43,218114.08,5072.42
ZEC,8,2021,78,748740.67,9599.24
ZEC,9,2021,82,1433227.85,17478.39
ZEC,10,2021,21,150251.9,7154.85
ZEC,11,2021,4280,4613350.93,1077.89
ZEC,12,2021,769,561691.04,730.42
ZEC,1,2022,264,206159.67,780.91
ZEC,2,2022,275,230722.64,838.99
ZEC,3,2022,925,1477474.18,1597.27
ZEC,4,2022,418,586669.47,1403.52
ZEC,5,2022,310,365041.02,1177.55
ZEC,6,2022,126,34018.48,269.99
ZEC,7,2022,115,79212.52,688.8
ZEC,8,2022,163,131530.58,806.94
ZEC,9,2022,93,39184.94,421.34
ZEC,10,2022,49,49762.91,1015.57
ZEC,11,2022,103,49020.56,475.93
ZEC,12,2022,54,7436.3,137.71
ZEC,1,2023,480,144391.22,300.82
ZEC,2,2023,534,97466.13,182.52
ZEC,3,2023,502,140343.83,279.57
ZEC,4,2023,94,11372.49,120.98
ZEC,5,2023,134,13556.69,101.17
ZEC,6,2023,129,17814.46,138.1
ZEC,7,2023,131,23472.98,179.18
ZEC,8,2023,125,19221.62,153.77
ZEC,9,2023,64,3569.3,55.77
ZEC,10,2023,117,14725.14,125.86
ZEC,11,2023,242,34804.91,143.82
